颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,疲劳等级
14,12,38,32,72,3,6,7,1,211,0
17,14,26,51,5,9,5,7,224,1,0
6,21,21,85,53,5,5,7,2,49,0
11,5,2,78,87,4,5,10,2,57,0
12,3,33,47,8,8,2,16,2,143,0
19,10,35,40,36,8,5,15,6,42,0
12,15,22,120,31,12,4,12,3,86,1
3,9,24,30,65,2,5,8,2,101,0
7,17,27,53,86,15,6,12,2,85,0
9,12,29,66,42,5,7,14,1,214,0
11,12,41,59,100,6,6,12,2,138,0
6,12,41,84,114,9,4,5,1,263,0
4,12,47,6,45,8,4,16,8,23,0
10,17,30,63,81,4,2,8,16,10,0
15,7,40,104,5,13,7,1,1,170,0
16,20,14,45,66,3,2,11,1,161,0
3,13,41,79,78,12,5,6,1,290,0
1,22,24,55,18,10,0,15,1,281,0
3,14,34,29,34,7,2,7,1,159,0
5,5,27,27,24,7,5,9,1,202,0
17,13,37,73,46,9,2,9,1,281,0
7,17,58,45,3,6,5,4,2,131,0
11,20,15,88,8,5,4,12,1,179,0
6,19,39,52,56,3,5,13,1,196,0
6,13,37,108,22,12,3,2,1,228,1
3,7,24,0,3,9,4,12,2,77,0
3,9,32,81,93,4,5,9,1,275,1
10,20,37,25,68,7,4,2,1,141,0
5,21,50,34,110,3,0,9,5,51,0
10,6,5,83,90,9,7,6,1,226,1
10,9,22,46,87,8,7,16,10,30,0
18,12,34,48,115,7,6,13,2,97,0
12,10,31,89,61,6,3,5,3,56,0
9,9,27,90,92,7,1,13,1,255,1
18,14,59,102,57,6,5,14,1,285,1
20,0,22,39,38,15,10,5,1,237,0
2,14,49,43,90,6,8,11,2,104,0
11,14,38,66,58,11,0,11,1,167,0
14,16,24,52,49,8,3,6,1,152,0
10,25,33,35,39,7,8,1,5,48,0
10,5,5,69,63,8,6,6,1,229,0
8,1,16,22,66,10,6,13,3,91,0
10,6,23,79,77,5,9,8,2,61,0
3,18,12,47,75,5,6,0,189,1,0
6,6,58,59,90,7,5,4,1,251,0
16,6,21,79,40,15,9,0,2,184,1
7,14,45,20,36,13,5,4,1,153,0
3,3,34,37,5,7,10,8,1,73,0
15,6,45,58,83,10,10,7,1,120,0
13,9,17,58,34,15,6,11,1,193,0
10,4,22,23,98,6,6,13,39,7,0
13,9,23,29,8,8,7,10,3,72,0
0,11,36,43,120,7,10,7,60,4,0
8,9,44,44,70,11,6,13,1,182,0
2,12,20,21,98,11,5,10,2,86,0
0,10,7,76,90,10,7,16,1,267,1
15,20,49,59,16,8,5,4,2,47,0
17,14,35,55,49,8,6,16,2,79,0
16,0,29,39,26,9,10,6,1,264,0
6,9,22,54,9,6,5,6,2,183,1
8,14,43,60,56,4,6,11,1,213,0
9,7,39,37,94,4,8,18,3,81,0
20,17,24,88,45,8,0,10,2,101,0
2,23,26,49,95,15,3,17,1,290,0
10,6,23,71,25,1,5,4,1,254,0
6,17,26,104,57,3,8,11,1,275,1
7,8,36,96,28,5,3,10,2,135,0
9,11,48,37,81,6,4,9,1,242,0
20,8,25,104,104,9,4,8,2,132,1
17,11,25,4,87,5,6,8,1,40,0
12,12,60,0,24,9,7,11,1,164,0
15,16,44,50,51,6,4,0,1,299,0
20,5,47,40,20,2,8,11,1,171,0
8,4,21,90,90,0,7,8,1,289,1
9,0,31,66,105,13,4,12,3,80,0
9,12,20,92,67,2,8,5,1,270,1
11,15,11,84,61,15,2,16,2,49,0
11,6,28,81,69,6,3,12,1,233,0
20,17,0,88,43,5,10,17,13,16,0
8,19,5,13,120,4,6,14,1,199,0
13,1,47,59,75,7,7,4,1,298,0
18,16,60,100,71,12,3,2,1,200,0
11,3,37,62,82,10,6,6,1,300,0
7,22,35,48,66,8,5,7,3,94,0
6,0,36,48,47,10,3,9,1,216,0
20,12,30,52,120,6,7,0,1,123,0
6,18,35,76,70,3,0,11,2,53,0
11,15,15,42,48,13,2,14,1,183,0
4,22,50,105,39,7,1,10,2,149,0
12,19,26,9,49,7,7,17,4,76,0
19,20,12,62,92,8,1,13,1,245,0
1,7,46,58,96,7,2,3,5,54,0
4,11,0,42,90,4,4,14,2,124,0
19,9,33,47,51,12,6,9,12,19,0
4,1,28,110,31,7,6,18,1,277,1
16,0,36,77,82,7,5,12,2,177,1
15,15,27,34,65,11,3,3,17,17,0
11,15,30,47,35,13,2,10,1,170,0
14,2,60,72,14,4,5,14,1,278,0
9,12,30,43,48,8,7,11,1,217,0
5,9,21,71,71,10,5,11,2,193,1
7,9,42,43,91,12,5,20,1,141,0
16,11,34,78,43,6,7,3,2,159,0
15,12,57,92,42,9,6,0,1,278,0
1,11,32,65,106,10,4,7,1,133,0
16,23,32,61,54,9,6,15,2,101,0
7,16,21,22,100,13,7,3,1,293,0
11,16,0,70,67,8,5,8,13,10,0
12,16,22,76,54,10,7,16,3,17,0
0,19,53,60,17,8,6,3,2,160,0
10,8,26,44,66,8,0,13,1,220,0
6,11,29,87,80,13,3,7,5,56,0
1,5,44,63,117,11,6,12,1,126,0
15,13,28,109,62,12,2,10,10,17,0
8,14,9,10,66,6,9,8,8,34,0
3,11,43,18,37,6,9,9,3,55,0
5,5,30,66,92,15,7,10,1,283,0
11,18,36,71,51,5,6,12,1,257,0
7,17,24,84,96,10,7,8,3,26,0
13,13,17,71,97,10,4,11,1,163,0
11,17,32,67,86,8,6,14,1,270,0
8,13,21,90,48,7,2,2,1,252,1
20,25,2,68,52,8,6,10,1,192,0
8,6,34,32,68,6,1,2,2,141,0
8,14,20,45,57,6,0,10,2,173,0
6,19,28,79,96,7,4,14,1,210,0
7,15,19,101,73,10,9,11,1,117,0
20,3,21,67,100,7,0,9,1,178,0
4,3,48,32,82,3,5,14,1,207,0
5,12,31,27,99,10,10,6,4,69,0
9,15,21,69,72,9,4,11,1,26,0
13,24,22,90,41,11,5,7,1,251,1
9,21,12,0,75,13,2,1,1,199,0
9,12,48,14,109,14,8,8,1,169,0
17,13,36,17,34,10,9,11,1,206,0
15,13,27,89,94,12,5,15,1,269,1
12,12,18,48,90,12,3,13,11,19,0
14,19,49,69,41,13,6,5,1,298,0
19,12,24,91,60,13,4,9,7,38,0
14,18,18,36,54,1,4,14,1,126,0
7,11,29,35,93,15,6,9,1,279,0
0,20,50,89,22,0,8,11,2,93,0
1,14,14,91,99,10,6,13,5,20,0
15,13,25,55,90,7,6,4,3,47,0
9,9,33,21,107,9,2,10,1,172,0
16,21,33,64,30,11,7,8,2,81,0
10,24,15,58,120,11,7,9,3,53,0
5,19,39,72,95,7,8,12,2,73,0
14,21,36,108,30,12,4,9,1,183,0
6,16,20,26,76,2,4,4,1,271,0
9,9,33,29,46,10,2,10,3,102,0
11,16,41,92,81,8,6,7,1,239,0
6,10,26,92,23,2,4,12,1,269,1
13,19,37,44,80,5,5,8,1,174,0
12,4,13,74,59,7,10,6,1,221,0
9,8,57,95,57,6,3,2,4,12,0
7,13,31,47,70,9,0,14,2,169,0
15,8,33,88,83,4,4,9,1,130,0
8,12,45,31,90,3,4,20,2,107,0
11,19,34,33,85,4,7,16,1,262,0
1,16,40,59,31,6,7,8,1,283,0
3,13,23,112,13,7,6,2,4,65,0
8,13,20,73,33,13,4,7,1,243,0
10,17,44,107,101,2,4,9,2,176,1
11,11,9,0,89,5,4,6,113,1,0
14,13,41,105,27,5,8,4,7,42,0
11,14,6,27,64,12,7,11,6,36,0
20,0,51,88,95,5,6,9,2,140,0
20,14,34,59,77,2,8,10,3,63,0
10,1,17,66,36,11,3,14,1,199,0
12,0,23,12,0,8,4,8,1,248,0
12,8,25,66,77,4,4,8,3,54,0
17,5,31,41,10,6,1,6,1,158,0
12,19,30,32,51,13,7,2,1,237,0
10,13,41,86,97,8,9,8,16,10,0
20,12,52,79,87,6,8,6,1,241,0
16,11,29,91,120,4,10,14,1,285,1
7,14,20,109,50,9,1,10,1,268,1
10,4,41,16,81,2,5,12,1,209,0
4,17,18,81,47,8,6,14,1,153,0
13,16,34,74,8,6,8,17,1,58,0
14,8,37,53,47,10,10,13,1,210,0
5,13,27,56,61,4,6,17,1,172,0
17,22,28,7,77,5,5,15,71,2,0
14,25,39,0,0,9,6,10,1,299,0
9,7,18,100,8,10,0,8,1,278,1
18,6,60,109,115,11,8,5,1,288,1
13,14,0,49,86,6,7,4,1,174,0
3,18,27,79,95,5,4,5,1,220,0
15,9,24,27,88,11,8,15,1,256,0
18,0,33,86,62,5,5,11,2,143,0
8,15,21,56,87,14,5,8,3,68,0
13,18,51,62,51,15,5,11,2,31,0
10,17,20,60,60,2,10,15,1,263,0
9,19,27,73,98,7,4,16,3,87,0
16,3,5,36,15,10,8,15,1,156,0
10,10,13,47,38,6,5,13,1,26,0
17,14,38,72,74,6,9,10,4,26,0
13,0,28,102,60,3,4,10,1,34,0
5,2,46,25,71,15,9,8,1,170,0
11,21,30,79,81,12,3,2,1,277,1
7,9,60,110,38,2,4,12,1,69,0
8,18,29,84,22,10,3,20,1,172,0
3,16,18,33,120,12,9,5,3,19,0
10,9,47,21,40,10,3,20,1,136,0
12,9,38,78,91,14,3,9,12,21,0
2,13,43,81,81,11,8,9,2,112,0
20,6,24,90,57,15,1,11,2,123,0
18,24,28,49,39,1,5,12,2,161,0
5,9,29,23,53,9,5,5,2,114,0
13,17,12,41,48,12,4,13,1,278,0
0,13,18,41,53,9,6,13,5,38,0
7,10,29,50,115,13,6,15,1,233,0
12,11,51,64,50,8,3,9,2,115,0
16,10,23,8,59,0,4,9,2,97,0
12,10,44,27,0,4,0,7,1,168,0
13,11,22,31,60,0,5,16,1,216,0
9,12,0,58,88,12,7,6,4,46,0
9,7,26,69,70,7,7,7,3,55,0
20,23,39,89,28,6,5,6,7,44,0
20,14,50,57,78,1,5,11,1,184,0
20,22,57,71,68,6,1,7,1,220,0
15,24,38,88,60,6,7,9,1,205,0
5,8,34,41,51,5,8,15,1,109,0
9,11,60,42,77,12,6,8,1,221,0
12,15,38,45,89,10,9,20,1,177,0
9,10,24,41,22,5,7,8,2,147,0
4,5,33,20,18,12,9,10,1,233,0
7,18,30,56,66,8,10,4,1,153,0
16,13,19,37,14,3,2,6,1,181,0
15,13,40,55,78,8,7,14,1,297,0
11,11,33,62,81,9,3,6,2,96,0
14,17,60,81,9,6,5,13,1,78,0
12,5,31,42,76,3,5,11,2,96,0
3,11,2,18,17,6,3,18,3,85,0
8,7,24,56,63,8,0,16,1,246,0
11,18,20,76,16,9,7,10,2,171,1
6,16,52,68,42,7,4,0,2,30,0
10,12,32,86,101,7,9,2,1,289,1
2,10,30,24,118,1,8,2,1,167,0
10,10,35,101,25,8,1,15,1,230,0
9,5,45,113,86,0,8,11,2,139,0
10,12,50,77,35,2,4,20,1,294,0
6,2,32,86,16,6,3,14,40,2,0
12,12,41,48,112,7,3,3,1,209,0
8,5,33,69,52,0,5,15,1,110,0
13,15,42,98,37,10,2,16,1,231,0
6,4,51,120,67,14,6,9,2,61,0
0,2,4,39,80,3,2,11,2,106,0
11,12,52,76,30,8,4,13,1,113,0
10,17,43,42,62,8,1,20,2,124,0
11,14,45,53,34,13,6,15,4,66,0
13,10,19,120,50,9,4,1,3,67,0
20,12,33,11,33,6,6,6,2,99,0
4,5,17,49,68,5,6,10,2,65,0
13,24,26,91,34,5,4,12,3,90,0
10,2,60,115,75,8,10,14,1,212,0
12,11,27,64,62,5,7,8,1,205,0
5,0,55,24,43,12,5,12,3,116,0
14,17,18,55,5,9,5,7,1,295,1
10,13,40,54,52,1,4,11,1,254,0
11,22,21,112,80,11,5,5,2,33,0
12,25,25,67,53,11,5,6,2,116,0
8,9,33,45,41,3,3,5,1,252,0
4,10,29,53,16,4,8,6,1,134,0
4,18,56,22,23,9,2,20,1,296,0
9,18,1,25,74,13,10,6,1,248,0
7,21,16,96,33,8,4,4,34,8,0
20,10,14,23,42,15,5,13,1,264,0
11,18,33,64,59,3,6,6,2,152,0
19,17,31,66,0,5,4,8,1,283,0
7,17,60,24,59,9,3,8,3,43,0
11,11,36,76,88,6,9,14,2,153,0
10,14,19,12,78,3,0,8,2,60,0
20,14,29,46,37,8,2,14,2,174,0
11,8,43,38,75,4,3,18,1,217,0
9,7,39,25,34,9,3,4,1,257,0
9,7,41,79,62,6,6,13,2,109,0
16,11,55,72,78,11,2,13,1,203,0
1,5,20,68,91,13,6,7,1,113,0
12,17,38,30,113,5,10,11,5,57,0
8,19,39,41,76,9,7,10,1,189,0
10,15,38,75,54,4,6,12,254,1,0
11,11,50,69,58,5,5,9,1,160,0
2,12,21,46,81,7,5,12,2,66,0
5,10,60,40,76,8,1,7,1,93,0
20,20,25,29,7,4,8,10,3,68,0
3,9,35,60,12,6,8,9,2,71,0
9,17,20,112,65,15,7,19,2,130,1
16,19,54,86,51,6,3,3,5,59,0
12,7,24,106,74,4,7,13,2,93,0
18,11,20,76,26,5,4,8,1,238,0
5,11,39,31,77,7,5,8,1,223,0
13,15,45,20,71,11,2,4,2,118,0
13,16,18,99,90,0,6,12,2,55,0
6,20,0,62,10,7,4,7,2,43,0
18,9,25,31,40,7,4,16,29,7,0
5,9,38,93,24,2,7,14,1,243,0
9,12,25,116,43,7,6,0,1,283,1
3,10,6,54,67,10,2,9,1,141,0
6,20,38,16,69,11,7,3,7,37,0
16,13,53,120,68,10,6,7,1,290,1
9,10,14,43,0,13,9,12,1,130,0
12,5,46,29,29,6,10,11,1,165,0
8,7,38,82,98,7,4,12,1,190,0
5,21,35,43,79,5,1,11,1,296,0
0,6,36,41,62,10,4,9,1,289,0
12,14,41,52,76,3,6,6,1,212,0
7,20,17,88,50,7,7,16,1,249,1
6,15,28,52,71,7,6,16,1,197,0
16,9,32,107,40,7,2,19,1,219,1
16,8,27,64,53,6,3,15,2,99,0
3,19,11,16,41,7,5,17,3,82,0
13,22,25,43,82,11,4,12,1,38,0
11,7,36,43,28,8,4,12,2,112,0
9,11,12,58,69,11,10,5,1,132,0
3,6,25,71,81,12,2,11,1,247,0
14,15,25,1,88,9,5,8,1,172,0
13,17,34,10,22,10,9,5,2,145,0
13,15,46,83,117,8,2,12,4,42,0
16,16,60,32,120,7,6,14,1,171,0
13,12,34,54,33,3,9,17,1,250,0
9,19,38,39,106,4,8,1,1,126,0
9,7,6,41,40,4,4,14,2,49,0
11,16,60,62,63,5,2,8,1,199,0
7,11,36,52,28,11,2,13,1,219,0
2,7,25,61,111,5,8,8,2,115,0
5,4,40,0,59,15,8,7,1,110,0
12,4,45,105,25,7,5,13,1,246,0
12,17,31,77,81,9,5,10,2,53,0
13,14,35,32,79,9,5,8,1,270,0
9,5,28,82,16,6,10,3,2,87,0
20,5,8,46,103,7,10,14,1,154,0
2,8,19,60,70,10,4,17,1,299,1
10,0,29,69,115,6,3,16,3,88,0
9,11,47,60,52,7,2,3,5,34,0
20,11,33,21,89,5,5,10,2,149,0
11,16,33,61,106,7,5,10,1,243,0
10,13,25,66,49,4,3,2,8,35,0
15,12,8,66,37,12,5,7,1,215,0
8,23,19,46,89,3,5,5,1,184,0
10,5,46,89,50,7,4,11,1,242,0
13,6,45,38,88,10,4,10,1,183,0
18,4,17,120,63,12,5,14,1,237,1
10,23,24,78,41,7,4,7,1,292,1
16,7,47,2,81,0,4,13,1,100,0
16,13,38,72,103,3,4,20,2,69,0
9,19,12,45,66,6,5,15,1,264,0
6,20,30,50,15,15,5,12,1,184,0
5,16,45,32,37,5,5,5,1,142,0
8,19,36,0,75,10,3,6,1,173,0
6,12,48,10,76,9,4,3,1,253,0
20,9,57,90,65,11,6,7,1,151,0
11,13,39,45,38,6,3,0,2,172,0
15,11,20,94,4,12,4,2,2,120,0
13,18,34,0,63,7,6,16,1,209,0
10,10,32,39,59,15,5,3,1,299,0
8,5,31,42,100,9,6,11,2,109,0
11,9,54,97,104,5,9,18,1,171,0
11,0,58,87,32,6,7,0,2,85,0
15,6,8,35,28,2,9,15,1,244,0
18,17,39,15,57,6,2,8,26,9,0
7,13,30,62,70,9,4,2,2,168,0
0,7,0,63,106,6,0,9,1,92,0
5,7,11,56,63,3,6,11,4,15,0
17,7,18,70,61,9,3,13,1,171,0
11,18,25,106,120,15,8,11,5,22,0
13,23,20,78,68,6,5,18,1,164,0
11,18,43,94,67,11,7,9,5,53,0
6,11,32,34,65,5,3,3,2,177,0
11,13,16,77,52,9,8,0,1,240,0
14,14,37,54,70,10,4,4,2,166,0
15,12,39,64,76,2,3,17,1,275,0
10,15,10,74,61,15,4,12,1,115,0
10,10,11,70,22,2,4,10,5,35,0
3,13,28,78,62,11,3,17,1,194,0
8,13,37,74,91,3,3,0,3,36,0
8,15,13,95,58,0,3,6,9,25,0
20,15,30,105,54,10,2,8,1,212,0
8,7,59,102,4,3,7,17,2,148,0
6,25,31,73,107,8,3,11,1,200,0
2,0,0,55,41,13,4,14,5,34,0
13,25,60,73,84,3,5,4,3,57,0
8,17,37,43,52,2,2,0,1,125,0
9,12,25,81,105,15,4,6,1,155,0
3,19,18,37,47,11,8,14,1,173,0
5,8,27,109,29,6,3,4,1,146,0
10,11,33,56,77,8,5,11,1,248,0
14,8,17,85,114,10,9,10,1,256,1
7,21,38,110,54,11,9,3,1,228,1
15,18,38,61,44,13,1,7,1,174,0
0,9,27,69,51,13,1,10,2,81,0
10,23,21,119,84,7,7,15,1,247,1
12,12,29,37,43,10,5,16,1,287,0
8,0,33,69,60,11,3,19,1,283,0
13,18,17,5,1,8,2,10,4,41,0
18,9,21,32,39,6,0,15,11,24,0
4,23,36,74,72,15,4,10,1,288,0
12,4,39,67,104,5,3,17,1,265,0
15,0,18,45,95,3,1,5,1,258,0
5,12,56,64,82,8,4,11,1,282,0
6,7,15,76,61,11,6,0,1,212,0
12,20,50,74,62,9,7,8,2,140,0
10,18,40,57,85,9,5,19,4,61,0
12,18,31,33,47,4,9,9,20,12,0
6,19,39,24,38,7,5,13,1,222,0
15,12,60,87,60,3,8,14,1,180,0
8,8,0,50,84,5,5,0,1,260,0
14,6,40,58,59,9,1,16,2,116,0
11,12,44,72,39,15,7,7,3,64,0
8,3,55,100,46,0,8,9,1,222,0
5,3,34,76,50,8,6,16,2,161,0
6,3,43,30,31,7,10,16,1,139,0
8,4,28,120,47,15,10,19,1,225,1
5,0,25,71,53,15,7,11,1,245,0
8,15,37,106,72,9,6,10,2,162,1
20,7,2,55,15,14,6,14,1,170,0
8,9,15,107,64,5,4,1,23,7,0
11,10,39,40,45,3,2,13,1,113,0
11,16,30,43,34,15,4,20,5,55,0
16,16,8,63,56,4,10,12,3,67,0
14,8,18,0,61,7,9,7,1,246,0
10,24,30,40,95,4,2,10,3,90,0
5,11,33,68,62,7,6,15,1,281,0
16,8,37,18,60,7,8,3,1,211,0
13,12,32,38,23,8,6,11,1,109,0
16,11,42,65,120,5,6,20,1,284,0
3,0,17,97,94,5,1,14,3,99,1
12,13,35,32,111,9,3,4,2,179,0
13,25,44,0,22,5,6,0,1,230,0
11,15,27,58,0,12,4,15,4,62,0
10,18,34,83,76,7,8,9,1,247,0
9,12,36,46,0,11,4,8,2,141,0
16,20,52,40,82,3,2,11,1,134,0
5,2,48,91,40,8,7,12,1,176,0
0,15,32,20,62,11,5,8,4,65,0
10,7,56,89,88,8,6,5,1,176,0
13,20,27,47,34,9,5,14,1,250,0
7,11,41,120,53,7,3,17,1,175,0
11,15,12,61,17,4,8,3,1,257,0
17,7,37,91,104,10,3,0,1,165,0
20,9,37,73,76,8,2,19,1,96,0
8,3,23,86,46,4,3,9,1,295,1
1,17,21,120,120,7,6,12,19,13,0
9,18,49,73,50,8,5,0,2,74,0
10,13,23,53,84,3,7,10,2,175,0
11,9,28,99,29,8,2,16,1,115,0
14,11,31,43,39,3,3,7,1,155,0
16,6,51,92,114,3,6,3,2,153,0
20,7,25,34,46,9,1,10,1,261,0
4,8,36,72,45,8,6,12,2,65,0
0,17,32,106,72,0,7,14,2,147,1
13,16,28,44,110,9,10,7,1,207,0
13,7,52,80,0,10,8,7,1,268,0
8,15,37,24,25,15,5,12,3,88,0
5,20,36,98,83,13,4,8,1,169,0
9,13,55,44,88,9,7,8,1,284,0
10,7,36,73,67,10,4,9,2,79,0
13,2,35,77,76,15,3,11,2,64,0
6,4,29,51,61,5,8,12,1,298,0
18,20,45,38,35,8,4,20,2,113,0
20,15,34,109,37,11,6,3,6,32,0
15,17,36,74,61,0,5,12,2,136,0
8,22,38,51,115,3,3,3,1,177,0
0,18,12,112,71,6,6,8,11,15,0
6,3,19,71,80,10,1,15,6,28,0
10,18,22,87,59,13,3,8,267,1,0
7,9,24,97,63,4,5,8,2,102,0
10,16,43,8,53,11,8,17,1,243,0
6,6,7,61,96,6,7,6,1,201,0
3,11,0,67,90,6,6,15,1,26,0
20,25,42,72,36,7,3,11,1,241,0
7,10,28,34,84,7,4,7,1,166,0
6,14,37,46,31,7,6,12,1,195,0
18,10,31,37,81,5,7,7,2,91,0
9,17,9,70,57,8,2,7,2,135,0
11,4,40,41,65,13,4,6,1,150,0
14,13,19,62,84,14,4,11,1,281,0
8,6,31,91,62,12,5,7,1,293,1
18,13,21,32,106,8,6,18,4,44,0
11,1,34,100,70,2,5,11,1,232,0
10,4,30,88,39,6,6,2,2,178,1
16,20,11,56,22,8,5,9,1,295,1
4,15,38,2,72,11,5,12,1,279,0
3,22,45,64,98,7,3,14,1,246,0
16,0,36,47,86,3,6,6,1,138,0
14,14,47,72,80,0,3,14,1,210,0
9,0,60,64,71,2,5,15,1,187,0
9,12,0,71,47,9,5,11,1,161,0
10,11,32,49,89,6,6,10,1,77,0
7,9,26,46,77,7,3,11,2,98,0
9,13,40,44,24,11,7,6,6,32,0
7,17,33,66,66,8,3,15,1,189,0
11,20,5,70,119,10,0,6,3,37,0
0,20,30,30,43,9,5,11,2,132,0
12,7,51,10,69,7,7,8,2,63,0
3,8,44,36,53,12,0,7,2,162,0
19,13,0,72,84,6,3,15,1,251,1
13,10,34,47,69,9,8,7,2,146,0
10,11,59,39,29,10,8,1,2,96,0
5,14,35,64,40,8,2,14,1,273,0
15,12,21,98,83,3,1,2,4,49,0
17,9,40,27,32,12,4,17,1,181,0
10,14,27,77,59,9,6,3,2,79,0
11,6,27,35,52,8,6,14,1,273,0
20,14,60,54,29,14,6,9,1,219,0
8,13,31,58,22,6,0,10,1,207,0
3,16,11,58,28,7,5,6,13,19,0
12,12,22,65,30,8,1,18,2,136,0
6,15,33,75,53,7,2,1,1,148,0
9,1,60,96,109,13,5,4,2,114,0
5,13,60,40,52,5,2,10,2,117,0
11,8,6,90,75,9,5,6,2,132,1
7,5,18,4,85,10,8,12,1,286,0
2,8,33,115,18,13,5,19,1,267,1
9,8,35,79,40,9,4,5,8,35,0
3,13,34,114,64,2,3,16,2,152,1
19,18,40,85,77,5,5,16,3,98,0
8,11,36,86,83,6,2,13,1,216,0
7,8,13,74,57,2,7,8,2,141,0
12,12,42,103,59,7,3,7,1,176,0
13,11,28,77,0,10,8,8,2,138,0
10,15,55,83,21,10,5,5,1,231,0
0,10,37,19,51,10,3,10,1,66,0
4,22,42,25,50,4,6,20,1,260,0
11,6,48,71,37,11,8,11,1,249,0
8,8,28,93,78,8,4,5,1,242,1
12,21,5,68,50,9,3,11,1,142,0
15,8,18,66,103,7,0,13,2,140,0
4,15,49,0,33,4,2,1,7,32,0
14,7,23,62,40,8,6,17,11,18,0
4,2,6,15,34,7,6,1,2,91,0
10,4,47,89,10,13,2,14,1,133,0
18,11,21,22,19,10,6,9,1,162,0
7,7,35,67,114,8,2,17,6,28,0
12,9,18,44,89,1,5,8,2,174,0
14,20,34,92,20,3,5,14,1,204,0
11,8,49,38,106,7,4,9,1,280,0
4,19,60,64,16,3,4,15,1,73,0
5,9,18,77,78,9,6,0,1,276,1
14,13,51,54,64,5,6,4,1,217,0
3,20,31,70,63,9,6,5,1,205,0
17,2,44,31,101,6,7,5,4,83,0
16,13,26,3,72,3,2,14,1,117,0
9,19,8,116,56,7,7,13,1,294,1
7,21,45,4,70,9,5,0,1,275,0
9,10,21,31,59,7,5,10,1,112,0
20,13,37,101,21,8,7,16,1,170,0
12,8,58,95,54,7,4,16,1,176,0
16,22,46,47,65,7,2,14,45,4,0
0,11,18,72,95,11,3,16,3,68,0
12,19,11,48,117,7,6,12,15,9,0
11,13,50,94,55,6,3,7,6,27,0
2,13,32,64,79,13,4,8,1,27,0
10,25,40,44,57,6,5,1,1,197,0
17,10,9,59,67,14,6,16,108,2,0
16,11,57,53,86,2,6,6,1,233,0
2,16,23,108,53,10,2,6,1,289,1
13,16,9,53,65,4,7,15,1,293,1
2,4,49,76,14,4,8,7,2,110,0
7,13,45,116,100,5,3,11,29,10,0
11,12,25,50,46,7,5,6,3,102,0
5,9,45,80,55,8,8,20,1,196,0
20,14,25,50,114,0,4,2,1,241,0
20,2,48,62,90,6,1,10,3,74,0
9,0,34,49,49,7,4,17,3,21,0
5,25,28,70,29,10,8,10,4,68,0
15,17,50,68,64,7,4,7,1,281,0
6,15,24,68,53,10,0,20,1,174,0
7,16,42,45,98,8,0,10,1,199,0
4,12,14,55,80,10,7,17,1,222,0
16,6,26,103,76,14,7,4,1,284,1
14,1,22,28,108,15,3,18,1,232,0
17,5,13,97,85,7,8,9,2,17,0
10,12,39,106,66,10,5,13,1,228,0
9,21,30,85,67,6,2,12,1,247,0
13,16,25,92,9,2,2,8,1,228,0
20,24,28,104,98,4,5,13,3,43,0
15,13,32,0,62,5,3,11,1,148,0
5,6,25,54,46,9,6,12,1,248,0
8,12,15,98,1,13,3,9,1,131,0
8,20,33,49,23,7,3,5,3,5,0
14,15,52,28,33,6,9,6,1,234,0
11,0,36,80,26,9,4,6,1,183,0
8,6,19,70,7,4,8,9,1,276,1
19,23,47,99,53,6,6,2,1,87,0
4,22,27,21,85,4,8,15,2,106,0
8,9,40,93,120,11,4,8,2,92,0
4,10,1,44,22,7,3,14,1,232,0
19,15,4,44,47,9,8,7,2,159,0
7,19,45,75,81,6,4,10,1,243,0
18,15,34,58,70,9,4,10,5,32,0
15,7,19,66,45,5,4,8,3,78,0
12,9,22,41,27,10,8,10,1,215,0
13,10,15,97,37,9,6,12,3,96,1
8,3,40,109,36,3,3,9,1,292,1
19,10,26,65,115,9,7,9,2,155,0
19,14,42,36,120,7,7,10,2,20,0
13,0,28,69,75,8,8,14,2,102,0
9,23,36,38,66,5,6,12,2,92,0
11,20,12,45,57,10,4,5,1,155,0
9,7,21,75,41,9,5,12,1,254,0
13,20,47,115,92,10,3,4,2,145,1
12,15,31,89,48,12,3,7,1,126,0
14,12,20,15,22,10,4,12,1,285,0
15,11,32,50,92,13,4,0,1,230,0
20,9,59,88,78,3,9,14,2,61,0
14,3,16,33,33,5,2,13,1,182,0
11,24,29,52,1,9,7,7,1,285,0
9,9,25,94,76,7,8,14,1,82,0
7,5,29,72,0,5,7,4,1,198,0
13,16,37,54,47,0,5,11,1,230,0
6,5,26,34,32,3,4,12,3,54,0
13,13,25,87,25,3,5,15,39,7,0
9,10,0,58,39,3,3,6,2,129,0
5,25,7,0,84,2,4,9,3,110,0
6,8,47,43,52,13,7,0,1,209,0
9,16,32,101,100,0,2,7,1,233,1
16,11,29,59,48,7,9,13,1,219,0
11,11,31,84,82,4,7,16,1,154,0
13,11,32,104,107,10,10,6,7,41,0
5,19,27,101,51,8,8,17,1,173,0
20,14,44,42,38,15,4,9,1,191,0
14,6,59,84,31,12,8,8,1,295,0
10,14,51,88,60,5,2,10,1,250,0
6,14,34,66,74,11,7,16,2,125,0
7,15,30,48,67,2,4,13,1,286,0
9,21,0,66,52,3,9,19,1,283,1
1,8,50,64,80,10,2,12,1,149,0
5,20,16,64,64,9,4,12,1,249,0
13,17,33,65,74,15,4,8,1,206,0
11,16,33,36,87,7,7,11,70,4,0
